id,category,country,name,hit
15676245,Finanzstatus,denmark,eyeota - dk ndr - 04 economy - insurance - no unemployment insurance,insurance
15734885,Finanzstatus,denmark,eyeota - dk ndr - 10 shopping - shops luxury products,luxury
13723995,Finanzstatus,denmark,nordic data resources > dk > a high status homeowners > a02 affluent families in villas,affluent
13724021,Finanzstatus,denmark,nordic data resources > dk > f grey perspectives > f22 minimum pensions,pension
13723998,Finanzstatus,denmark,nordic data resources > dk > g urban strugglers > g23 less affluent service workers,struggl(ing|er)
13724005,Finanzstatus,denmark,nordic data resources > dk > g urban strugglers > g24 struggling families,struggl(ing|er)
13724019,Finanzstatus,denmark,nordic data resources > dk > g urban strugglers > g25 less affluent manual workers,struggl(ing|er)
13724011,Finanzstatus,denmark,nordic data resources > dk > i blue collar families > i29 affluent blue collars,affluent
15395275,Finanzstatus,denmark,xaxisdk_gs_predicts_luxuryautoenthus,luxury
10178607,Finanzstatus,finland,branded data > mobilewalla > finland > general demography > average income,income
10179260,Finanzstatus,finland,branded data > mobilewalla > finland > general demography > high income,income
10177831,Finanzstatus,finland,branded data > mobilewalla > finland > general demography > low income,income
15103213,Finanzstatus,finland,branded data > nordic data resources > finland > automotive > car segment > f: luxury cars (power reach),luxury
11156339,Finanzstatus,finland,branded data > nordic data resources > finland > automotive > car segment > f: luxury cars (super target),luxury
15102145,Finanzstatus,finland,branded data > nordic data resources > finland > economy > high income (power reach),income
11154753,Finanzstatus,finland,branded data > nordic data resources > finland > economy > high income (super target),income
15101952,Finanzstatus,finland,branded data > nordic data resources > finland > economy > low income (power reach),income
11154733,Finanzstatus,finland,branded data > nordic data resources > finland > economy > low income (super target),income
15101985,Finanzstatus,finland,branded data > nordic data resources > finland > economy > medium income (power reach),income
11157002,Finanzstatus,finland,branded data > nordic data resources > finland > economy > medium income (super target),income
8012576,Finanzstatus,finland,branded data > nordic data resources > finland > power reach > financial services > wealthy,wealth(y|iest)
8012615,Finanzstatus,finland,branded data > nordic data resources > finland > super target > economy > income,income
8013377,Finanzstatus,finland,branded data > nordic data resources > finland > super target > economy > income > high income,income
8013371,Finanzstatus,finland,branded data > nordic data resources > finland > super target > economy > income > medium income,income
8013358,Finanzstatus,finland,branded data > nordic data resources > finland > super target > economy > income > modest income,income
17576011,Finanzstatus,finland,eyeota - fi ndr - 01 cameo groups - 01 wealthy elite,wealth(y|iest)
17576003,Finanzstatus,finland,eyeota - fi ndr - 01 cameo groups - 02 affluent professionals,affluent
17576013,Finanzstatus,finland,eyeota - fi ndr - 01 cameo groups - 10 less affluent society,affluent
17576002,Finanzstatus,finland,eyeota - fi ndr - 02 ndr international - a1 less affluent pre-family couples and singles,affluent
17576023,Finanzstatus,finland,eyeota - fi ndr - 02 ndr international - a4 less affluent mature families and couples in retirement,retir(ement|int|ee)
17576024,Finanzstatus,finland,eyeota - fi ndr - 02 ndr international - b4 comfortable mature families and couples in retirement,retir(ement|int|ee)
17576020,Finanzstatus,finland,eyeota - fi ndr - 02 ndr international - c4 prosperous mature families and couples in retirement,retir(ement|int|ee)
15735248,Finanzstatus,finland,eyeota - fi ndr - 04 economy - 1 modest income,income
15735196,Finanzstatus,finland,eyeota - fi ndr - 04 economy - 1 modest income,income
17576021,Finanzstatus,finland,eyeota - fi ndr - 04 economy - 1 modest income families,income
17576048,Finanzstatus,finland,eyeota - fi ndr - 04 economy - 2 less affluent families,affluent
15735247,Finanzstatus,finland,eyeota - fi ndr - 04 economy - 2 medium income,income
15735239,Finanzstatus,finland,eyeota - fi ndr - 04 economy - 3 high income,income
17576044,Finanzstatus,finland,eyeota - fi ndr - 04 economy - 5 wealthy families,wealth(y|iest)
24952572,Finanzstatus,france,adsquare data alliance > fr > black friday 2020 audiences > black friday 2020 - luxury shoppers,luxury
24967646,Finanzstatus,france,adsquare data alliance > fr > demographics > education > no qualification,demograph
24967428,Finanzstatus,france,adsquare data alliance > fr > demographics > employment status > job seeking,demograph
13229065,Finanzstatus,france,adsquare data alliance > fr > demographics > income > high income,income
13229084,Finanzstatus,france,adsquare data alliance > fr > demographics > income > low income,income
13229097,Finanzstatus,france,adsquare data alliance > fr > demographics > income > middle income,income
13229108,Finanzstatus,france,adsquare data alliance > fr > demographics > income > poor,poor
13229115,Finanzstatus,france,adsquare data alliance > fr > demographics > income > upper-middle income,income
13229129,Finanzstatus,france,adsquare data alliance > fr > demographics > marital status > widowed,widow
13227694,Finanzstatus,france,adsquare data alliance > fr > interests > style and fashion > jewellery and luxury watch buyers,luxury
13227700,Finanzstatus,france,adsquare data alliance > fr > interests > style and fashion > luxury shoppers,luxury
10044096,Finanzstatus,france,affiperf_katespade_luxuryfashionfrench,luxury
19764854,Finanzstatus,france,airfranc_af_luxury_people_fr,luxury
7521450,Finanzstatus,france,branded data > conexance > france - conexance demographics > lifestyle > promising active youth > rich youth in cities,demograph
7521447,Finanzstatus,france,branded data > conexance > france - conexance demographics > lifestyle > promising active youth > rich youth in paris,demograph
7521462,Finanzstatus,france,branded data > conexance > france - conexance demographics > lifestyle > successful mature families > upscale neighborhood,demograph
7521467,Finanzstatus,france,branded data > conexance > france - conexance demographics > lifestyle > successful mature families > wealthy retirees,wealth(y|iest)
7521470,Finanzstatus,france,branded data > conexance > france - conexance demographics > lifestyle > successful mature families > workers in comfort,demograph
9986623,Finanzstatus,france,branded data > factual - geopulse audiences > france > behavioral - auto > in-market auto intenders - luxury cars,luxury
9987322,Finanzstatus,france,branded data > factual - geopulse audiences > france > behavioral - retail > luxury goods shoppers (affluent consumer),luxury
7892326,Finanzstatus,france,branded data > mobilewalla > france > general demography > average income,income
7892328,Finanzstatus,france,branded data > mobilewalla > france > general demography > high income,income
7892329,Finanzstatus,france,branded data > mobilewalla > france > general demography > low income,income
13715795,Finanzstatus,france,conexance > fr > households > typology > typology conexance a > a3 older retirees good income,retir(ement|int|ee)
13715753,Finanzstatus,france,conexance > fr > households > typology > typology conexance c > g2 fragile seniors retirees over 65 medium-s,retir(ement|int|ee)
13715805,Finanzstatus,france,conexance > fr > households > typology > typology conexance g > g2 fragile seniors retirees over 65 medium-s,retir(ement|int|ee)
8614348,Finanzstatus,france,experian fr - auto - manufacturer - car positioning - luxury,luxury
2638987,Finanzstatus,france,experian fr - mosaic - blue-collar heritage - thrifty young parents in social housing,parent(hood)?
2638992,Finanzstatus,france,experian fr - mosaic - connected cosmopolites - single parents in social housing,parent(hood)?
2638993,Finanzstatus,france,experian fr - mosaic - day-to-day strugglers,struggl(ing|er)
2638995,Finanzstatus,france,"experian fr - mosaic - day-to-day strugglers - singles, unemployment and social housing ",struggl(ing|er)
2639026,Finanzstatus,france,experian fr - mosaic - traditional countryside - retirement and widows in the countryside,retir(ement|int|ee)
2639028,Finanzstatus,france,experian fr - mosaic - wealthy suburbs,wealth(y|iest)
2639029,Finanzstatus,france,experian fr - mosaic - wealthy suburbs - big families in comfort,wealth(y|iest)
2639030,Finanzstatus,france,experian fr - mosaic - wealthy suburbs - digital families and income,wealth(y|iest)
2639031,Finanzstatus,france,"experian fr - mosaic - wealthy suburbs - mature couples, comfort and financial assets ",wealth(y|iest)
2639032,Finanzstatus,france,experian fr - mosaic - wealthy suburbs - movie culture and hard discount,wealth(y|iest)
2639033,Finanzstatus,france,experian fr - mosaic - wealthy suburbs - wealthy eco-friendly seniors,wealth(y|iest)
21019357,Finanzstatus,france,eyeota - fr experian - financial products services - life insurance,insurance
21019414,Finanzstatus,france,eyeota - fr experian - income - from 15 000 to 30 000 euros,income
21019415,Finanzstatus,france,eyeota - fr experian - income - from 30 000 to 50 000 euros,income
21019416,Finanzstatus,france,eyeota - fr experian - income - from 50 000 to 80 000 euros,income
21019417,Finanzstatus,france,eyeota - fr experian - income - over 80 000 euros,income
21019418,Finanzstatus,france,eyeota - fr experian - income - under 15 000 euros,income
21019463,Finanzstatus,france,eyeota - fr experian - mosaic group - c wealthy suburbs,wealth(y|iest)
21019503,Finanzstatus,france,eyeota - fr experian - mosaic type - c11 digital families and income,income
21019505,Finanzstatus,france,eyeota - fr experian - mosaic type - c13 wealthy eco friendly seniors,wealth(y|iest)
21019511,Finanzstatus,france,"eyeota - fr experian - mosaic type - d18 families, teens, tv and life insurance",insurance
21019549,Finanzstatus,france,"eyeota - fr experian - mosaic type - l49 craftspeople, life insurance and equipment",insurance
21019556,Finanzstatus,france,eyeota - fr experian - mosaic type - m56 retirement and widows in the countryside,retir(ement|int|ee)
21019670,Finanzstatus,france,eyeota - fr experian - type of car - luxury car,luxury
7256020,Finanzstatus,france,"eyeota - fr kantar - demographics - net monthly household income - euro 1,201-1,500",income
7256021,Finanzstatus,france,"eyeota - fr kantar - demographics - net monthly household income - euro 1,501-1,900",income
7256022,Finanzstatus,france,"eyeota - fr kantar - demographics - net monthly household income - euro 1,901-2,300",income
7256023,Finanzstatus,france,"eyeota - fr kantar - demographics - net monthly household income - euro 2,301-2,700",income
7256024,Finanzstatus,france,"eyeota - fr kantar - demographics - net monthly household income - euro 2,701-3,000",income
7256025,Finanzstatus,france,"eyeota - fr kantar - demographics - net monthly household income - euro 3,001-3,800",income
7256026,Finanzstatus,france,"eyeota - fr kantar - demographics - net monthly household income - euro 3,801-5,300",income
7256027,Finanzstatus,france,eyeota - fr kantar - demographics - net monthly household income - euro 300-600,income
7256028,Finanzstatus,france,"eyeota - fr kantar - demographics - net monthly household income - euro 5,301-6,900",income
7256029,Finanzstatus,france,"eyeota - fr kantar - demographics - net monthly household income - euro 6,901 or more",income
7256030,Finanzstatus,france,eyeota - fr kantar - demographics - net monthly household income - euro 601-900,income
7256031,Finanzstatus,france,"eyeota - fr kantar - demographics - net monthly household income - euro 901-1,200",income
7256032,Finanzstatus,france,eyeota - fr kantar - demographics - net monthly household income - less than euro 300,income
7255961,Finanzstatus,france,eyeota - fr kantar - health insurance - have private health insurance,insurance
21779948,Finanzstatus,france,eyeota - miq - fr experian - financial products services - life insurance,insurance
21779981,Finanzstatus,france,eyeota - miq - fr experian - income - from 15 000 to 30 000 euros,income
21779982,Finanzstatus,france,eyeota - miq - fr experian - income - from 30 000 to 50 000 euros,income
21779983,Finanzstatus,france,eyeota - miq - fr experian - income - from 50 000 to 80 000 euros,income
21779995,Finanzstatus,france,eyeota - miq - fr experian - income - over 80 000 euros,income
21779996,Finanzstatus,france,eyeota - miq - fr experian - income - under 15 000 euros,income
21779999,Finanzstatus,france,eyeota - miq - fr experian - mosaic group - c wealthy suburbs,wealth(y|iest)
21780020,Finanzstatus,france,eyeota - miq - fr experian - mosaic type - c11 digital families and income,income
21780022,Finanzstatus,france,eyeota - miq - fr experian - mosaic type - c13 wealthy eco friendly seniors,wealth(y|iest)
21780030,Finanzstatus,france,"eyeota - miq - fr experian - mosaic type - d18 families, teens, tv and life insurance",insurance
21780237,Finanzstatus,france,"eyeota - miq - fr experian - mosaic type - l49 craftspeople, life insurance and equipment",insurance
21780240,Finanzstatus,france,eyeota - miq - fr experian - mosaic type - l52 quiet retirement,retir(ement|int|ee)
21780248,Finanzstatus,france,eyeota - miq - fr experian - mosaic type - m56 retirement and widows in the countryside,retir(ement|int|ee)
21780333,Finanzstatus,france,eyeota - miq - fr experian - type of car - luxury car,luxury
21790305,Finanzstatus,france,eyeota - miq - fr kantar media tgi - health insurance - have private health insurance,insurance
21790492,Finanzstatus,france,"eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 1,201-1,500",income
21790493,Finanzstatus,france,"eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 1,501-1,900",income
21790494,Finanzstatus,france,"eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 1,901-2,300",income
21790495,Finanzstatus,france,"eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 2,301-2,700",income
21790496,Finanzstatus,france,"eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 2,701-3,000",income
21790498,Finanzstatus,france,"eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 3,001-3,800",income
21790499,Finanzstatus,france,"eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 3,801-5,300",income
21790500,Finanzstatus,france,eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 300-600,income
21790501,Finanzstatus,france,"eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 5,301-6,900",income
21790502,Finanzstatus,france,"eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 6,901 or more",income
21790503,Finanzstatus,france,eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 601-900,income
21790504,Finanzstatus,france,"eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - euro 901-1,200",income
21790505,Finanzstatus,france,eyeota - miq - fr kantar media tgi - sociodemographic - net monthly household income - less than euro 300,income
13716787,Finanzstatus,france,fidall > fr > car rental customers > gentleman luxury car,luxury
12193621,Finanzstatus,france,france_luxuryshoppers,luxury
4072989,Finanzstatus,france,international_eu - france affluent households,affluent
4073680,Finanzstatus,france,international_eu - france credit level - excellent,credit ?(level|score|crunched)?
4073678,Finanzstatus,france,international_eu - france credit level - good,credit ?(level|score|crunched)?
4073677,Finanzstatus,france,international_eu - france credit level - poor,poor
4072819,Finanzstatus,france,international_eu - france homeowners insurance,insurance
4072818,Finanzstatus,france,international_eu - france life insurance,insurance
4073214,Finanzstatus,france,international_eu - france luxury cars,luxury
4072761,Finanzstatus,france,international_eu - france online shoppers luxury,luxury
4073718,Finanzstatus,france,international_eu - france relationship status - widowed,widow
4072736,Finanzstatus,france,international_eu - france shoppers cosmetics luxury,luxury
4072752,Finanzstatus,france,international_eu - france shoppers mens clothing luxury,luxury
4072744,Finanzstatus,france,international_eu - france shoppers womens clothing luxury,luxury
23680597,Finanzstatus,france,irobot - luxury wealth - france,luxury
8077387,Finanzstatus,france,kbm group - france - conexance demographics | lifestyle | promising active youth | wealthy young people living in large cities,wealth(y|iest)
23720460,Finanzstatus,france,lotame > custom > fr > luxury wealth audience,luxury
20448068,Finanzstatus,france,mbbmedia_fr_fashion_luxury,luxury
8058284,Finanzstatus,france,mobilewalla > france > general demography > average income,income
8058286,Finanzstatus,france,mobilewalla > france > general demography > high income,income
8058265,Finanzstatus,france,mobilewalla > france > general demography > low income,income
25279588,Finanzstatus,france,msft - surface - fr - income,income
20725798,Finanzstatus,france,nielsen france - social - finance - credit & lending,credit ?(level|score|crunched)?
18648921,Finanzstatus,france,nielsen france - social - jobs & education - job seekers,social
18649007,Finanzstatus,france,nielsen france - social - shopping - luxury shopper,luxury
7850821,Finanzstatus,france,"oracle country-specific audiences > france (fr) > auto, cars and trucks > in-market > body styles > cars > luxury cars ",luxury
7850855,Finanzstatus,france,"oracle country-specific audiences > france (fr) > auto, cars and trucks > interest (affinity) > body styles > cars > luxury cars ",luxury
7850692,Finanzstatus,france,oracle country-specific audiences > france (fr) > financial services > insurance > interest (affinity) > home and property insurance,insurance
8575553,Finanzstatus,france,oracle country-specific audiences > france (fr) > hobbies and interests (affinity) > shopping > luxury buyers,luxury
8573684,Finanzstatus,france,oracle country-specific audiences > france (fr) > lifestyles > discretionary spenders (disposable income),income
8574810,Finanzstatus,france,oracle country-specific audiences > france (fr) > lifestyles > discretionary spenders (disposable income) > young and hip,income
8576703,Finanzstatus,france,oracle country-specific audiences > france (fr) > retail > shopping styles > type > luxury shoppers,luxury
7866995,Finanzstatus,france,oracle country-specific audiences > france > autos > in-market > body styles > luxury crossovers,luxury
7866992,Finanzstatus,france,oracle country-specific audiences > france > autos > in-market > body styles > luxury suvs,luxury
7864444,Finanzstatus,france,oracle country-specific audiences > france > b2b > demographic > high income,income
7868408,Finanzstatus,france,oracle country-specific audiences > france > b2b > firmographic > industry > financial & insurance services > fund management,insurance
7868402,Finanzstatus,france,oracle country-specific audiences > france > b2b > firmographic > industry > financial & insurance services > investment banking,insurance
7868403,Finanzstatus,france,oracle country-specific audiences > france > b2b > firmographic > industry > financial & insurance services > securities & commodities brokerage,insurance
7868404,Finanzstatus,france,oracle country-specific audiences > france > b2b > firmographic > industry > financial & insurance services > wealth management,insurance
7866805,Finanzstatus,france,oracle country-specific audiences > france > financial services > insurance > holders > life insurance,insurance
7866806,Finanzstatus,france,oracle country-specific audiences > france > financial services > insurance > in-market > life insurance,insurance
7866814,Finanzstatus,france,oracle country-specific audiences > france > financial services > insurance > interest > life insurance,insurance
19502157,Finanzstatus,france,semasio - ch (fr): classic extended audience - automotive - interest in luxury cars & collectors,luxury
18847565,Finanzstatus,france,semasio - fr: classic extended audience - automotive - interest in luxury cars & collectors,luxury
13660803,Finanzstatus,france,unidesq_volvo_luxury_ch-fr,luxury
1772518,Finanzstatus,france,xaxisema_luxury_men_french,luxury
1772587,Finanzstatus,france,xaxisema_luxury_watches_french,luxury
1772533,Finanzstatus,france,xaxisema_luxury_women_french,luxury
2556810,Finanzstatus,france,xaxisuk_luxury_men_french,luxury
2556812,Finanzstatus,france,xaxisuk_luxury_watches_french,luxury
2556813,Finanzstatus,france,xaxisuk_luxury_women_french,luxury
4731667,Finanzstatus,france,xaxswitz_vw_tiguan_luxury_fr,luxury
23698028,Finanzstatus,france,zeotap > france > custom > irobot > france > luxury wealth (interest & intent data),luxury
16687532,Finanzstatus,france,zeotap > france > demographics > income > very high,income
19802641,Finanzstatus,france,zeotap > france > demographics > income > very high,income
15946454,Finanzstatus,france,zeotap > france > demographics > income: very high,income
16687769,Finanzstatus,france,zeotap > france > interest > beauty & fashion > luxury,luxury
13799097,Finanzstatus,france,zeotap > france > interest > design & high income,income
13799204,Finanzstatus,france,zeotap > france > interest > design & high income,income
14511818,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
14511850,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
14511902,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
14530372,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
14530880,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
14531337,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
14609174,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
14609235,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
14609303,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
14641523,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
14641655,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
14641689,Finanzstatus,france,zeotap > france > interest > fashion & beauty > luxury,luxury
16331732,Finanzstatus,france,zeotap > france > interest > high income,income
16788324,Finanzstatus,france,zeotap > france > interest > low income,income
13990650,Finanzstatus,france,zeotap > france > interest > luxury hotels fr,luxury
16996102,Finanzstatus,france,zeotap > france > interest > wealthy and rural,wealth(y|iest)
14834001,Finanzstatus,france,zeotap > france > purchase intent > fashion & beauty > luxury,luxury
10187418,Finanzstatus,germany,adcolony_adsquare_de_highincomeearners,income
24952561,Finanzstatus,germany,adsquare data alliance > de > black friday 2020 audiences > black friday 2020 - luxury shoppers,luxury
24958146,Finanzstatus,germany,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 personal finance  > credit loan seekers,credit ?(level|score|crunched)?
13226606,Finanzstatus,germany,adsquare data alliance > de > demographics > education > no qualification,demograph
24967429,Finanzstatus,germany,adsquare data alliance > de > demographics > employment status > job seeking,demograph
13226641,Finanzstatus,germany,adsquare data alliance > de > demographics > income > high income,income
13226621,Finanzstatus,germany,adsquare data alliance > de > demographics > income > low income,income
13226624,Finanzstatus,germany,adsquare data alliance > de > demographics > income > middle income,income
13226631,Finanzstatus,germany,adsquare data alliance > de > demographics > income > upper-middle income,income
24968029,Finanzstatus,germany,adsquare data alliance > de > demographics > income > very low income,income
13225898,Finanzstatus,germany,adsquare data alliance > de > interests > style and fashion > jewellery and luxury watch buyers,luxury
13225908,Finanzstatus,germany,adsquare data alliance > de > interests > style and fashion > luxury shoppers,luxury
19769425,Finanzstatus,germany,airfranc_af_luxury_people_de,luxury
13715189,Finanzstatus,germany,az direct > de > az target groups > finance > installment credit,credit ?(level|score|crunched)?
13714479,Finanzstatus,germany,az direct > de > az target groups > insurance > job starter,insurance
13714423,Finanzstatus,germany,az direct > de > az target groups > insurance > social security-oriented people,insurance
13713939,Finanzstatus,germany,az direct > de > demographic > estimated household income > high,income
13714314,Finanzstatus,germany,az direct > de > demographic > estimated household income > low,income
13714642,Finanzstatus,germany,az direct > de > demographic > estimated household income > medium,income
13713907,Finanzstatus,germany,"az direct > de > demographic > lifestage > couples, high income",income
13713903,Finanzstatus,germany,"az direct > de > demographic > lifestage > couples, low to average income",income
13714954,Finanzstatus,germany,"az direct > de > demographic > lifestage > families, high income",income
13714369,Finanzstatus,germany,"az direct > de > demographic > lifestage > families, low to average income",income
13714507,Finanzstatus,germany,"az direct > de > demographic > lifestage > multi-person household, high income, older a",income
13713912,Finanzstatus,germany,"az direct > de > demographic > lifestage > multi-person household, high income, young a",income
13714394,Finanzstatus,germany,"az direct > de > demographic > lifestage > multi-person household, low to average incom",demograph
13715148,Finanzstatus,germany,"az direct > de > demographic > lifestage > multi-person household, low to average incom",demograph
13714513,Finanzstatus,germany,"az direct > de > demographic > lifestage > singles, high income",income
13713922,Finanzstatus,germany,"az direct > de > demographic > lifestage > singles, low to average income, older age",income
13714363,Finanzstatus,germany,"az direct > de > demographic > lifestage > singles, low to average income, young age",income
13714250,Finanzstatus,germany,az direct > de > demographic > social status > academic title holder,social
13714978,Finanzstatus,germany,az direct > de > demographic > social status > homeowners,social
13714286,Finanzstatus,germany,az direct > de > demographic > social status > low earners without orientation,social
13714940,Finanzstatus,germany,az direct > de > demographic > social status > minimalist high-income earners,social
13715023,Finanzstatus,germany,az direct > de > demographic > social status > new homeowners,social
